processed_text	POStags	proba	original_text
UPDATE : Security alert in Trocadero near the Eiffel Tower in Paris appears to be " false alarm " .	N , N N P ^ P D ^ ^ P ^ V P V , A N , ,	0.9721 0.9782 0.9461 0.9824 0.9952 0.6944 0.9981 0.9992 0.9694 0.9769 0.9940 0.9973 0.9467 0.9888 0.9985 0.9967 0.9742 0.9985 0.9975 0.9945	UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be "false alarm".                                                         
Kosher restaurants closing across Paris . Schools nr latest incident locked down . #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/rObM6QtWIZ	A N V P ^ , N G A N V T , # U U	0.9787 0.9982 0.9962 0.9978 0.9982 0.9903 0.9095 0.6907 0.9955 0.9977 0.9958 0.7073 0.9973 0.9161 0.9964 0.9992	Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/rObM6QtWIZ            
BREAKING : Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks .	N , ^ V D N V P A A N P A ^ R P V ,	0.6086 0.9637 0.6173 0.8991 0.9923 0.9705 0.9603 0.9237 0.9898 0.6167 0.9985 0.9922 0.5946 0.9733 0.9033 0.9985 0.5190 0.9989	BREAKING: Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.                                                 
#BREAKING Hostages taken north-east of Paris : police	# N V R P ^ , N	0.5663 0.9817 0.9981 0.6907 0.9976 0.9991 0.9173 0.8519	#BREAKING Hostages taken north-east of Paris: police                                                                                                    
Brilliant by @LucilleClerc #CharlieHebdo http://t.co/fklXQlrbEL	A P @ # U	0.9635 0.9986 0.9946 0.8633 0.9976	Brilliant by @LucilleClerc #CharlieHebdo http://t.co/fklXQlrbEL                                                                                         
BREAKING : Gunfire , hostages taken in Dammartin-en-Goële , east of Paris , as police chase suspected #CharlieHedbo attackers	N , N , N V P ^ , A P ^ , P N N V # N	0.6086 0.9726 0.8617 0.9980 0.9820 0.9991 0.9478 0.7280 0.9911 0.4232 0.9984 0.9991 0.9957 0.9441 0.8867 0.6169 0.8606 0.4637 0.9531	BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers                               
#BREAKING - At least 2 dead in hostage standoff in Paris Kosher supermarket ( AFP ) http://t.co/OYSXRQ9xuv http://t.co/SQUsZcitcO	# , P A P A P N N P ^ A N , ^ , U U	0.5690 0.9390 0.9696 0.9794 0.5191 0.7018 0.9763 0.9829 0.9946 0.9987 0.9900 0.7458 0.9991 0.9829 0.4520 0.9833 0.9969 0.9986	#BREAKING - At least 2 dead in  hostage standoff in Paris Kosher supermarket (AFP) http://t.co/OYSXRQ9xuv http://t.co/SQUsZcitcO                        
Report : Hostages taken at a printing shop northeast of Paris ; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC	N , N V P D N N N P ^ , D N , @ N U	0.9679 0.9539 0.9863 0.9982 0.9973 0.9963 0.8403 0.9860 0.6319 0.9983 0.9996 0.9655 0.9914 0.9925 0.8825 0.9896 0.5228 0.9953	Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC                                
ID card of Said Kouachi , suspect in #CharlieHebdo attack , found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5	L N P V ^ , N P ^ V , V P N V P $ V U U	0.4661 0.9546 0.9947 0.8358 0.8778 0.9929 0.4866 0.9943 0.8948 0.4836 0.9973 0.9959 0.8983 0.9928 0.9547 0.9919 0.5273 0.7515 0.9909 0.9992	ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5                 
#BREAKING - Hostage taken at kosher shop in #Paris by ‘ suspect in police officer shooting ' https://t.co/h1qXZG6GlP http://t.co/vpD5A5FYGi	# , N V P A N P ^ P , V P N N V , U U	0.5690 0.9133 0.7839 0.9879 0.9907 0.9135 0.9987 0.9958 0.6526 0.9809 0.8793 0.4859 0.9864 0.8281 0.9831 0.7861 0.9396 0.9775 0.9992	#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/h1qXZG6GlP http://t.co/vpD5A5FYGi               
Ahmed Merabet , a French #Muslim Cop , first victim of #CharlieHebdo attack , #JeSuisCharlie #IamCharlie #ParisShooting http://t.co/G8D3mixbjX	^ ^ , D ^ ^ ^ , A N P ^ V , # # # U	0.9961 0.9096 0.9953 0.9951 0.8311 0.6049 0.6838 0.9956 0.9652 0.9994 0.9962 0.9209 0.4836 0.9977 0.6802 0.9692 0.9856 0.9981	Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack, #JeSuisCharlie #IamCharlie #ParisShooting http://t.co/G8D3mixbjX             
#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie https://t.co/FZB4b7iMc2 http://t.co/S6s7ZKyOeN	# N V P ^ V R P @ # U U	0.6607 0.9268 0.9972 0.9939 0.9430 0.9952 0.9991 0.9810 0.9939 0.8170 0.9887 0.9993	#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie https://t.co/FZB4b7iMc2 http://t.co/S6s7ZKyOeN                    
#CharlieHebdo liveblog by @Independent says news director Charb in critical cond . AQ put price put his head in ' 13 http://t.co/kGVAxtzyt4	# N P @ V N N V P A N , G V N V D N P , $ U	0.8847 0.7323 0.9965 0.9849 0.9868 0.9394 0.9923 0.3442 0.8413 0.9792 0.6867 0.9966 0.3832 0.9021 0.9727 0.9872 0.9996 0.9957 0.9931 0.9402 0.9927 0.9978	#CharlieHebdo liveblog by @Independent says news director Charb in critical cond. AQ put price put his head in '13 http://t.co/kGVAxtzyt4               
Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md	N P ^ N P N N P ^ P ^ V N P ^ U	0.8985 0.9806 0.9306 0.9511 0.9941 0.9483 0.9981 0.9772 0.7398 0.9985 0.8142 0.8496 0.9756 0.9931 0.7357 0.9977	Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md                  
#BREAKING At least two killed in hostage drama east of Paris : source	V P A $ V P N N N P ^ , N	0.4731 0.9775 0.9801 0.7741 0.9690 0.9080 0.9829 0.9779 0.5938 0.9990 0.9987 0.9229 0.9573	#BREAKING At least two killed in hostage drama east of Paris: source                                                                                    
#CharlieHebdo gunmen reportedly killed in firefight with French special forces http://t.co/8P6WQrogO9	# N R V P N P ^ A N U	0.7840 0.9380 0.9990 0.9971 0.9461 0.9570 0.9979 0.8530 0.8855 0.8957 0.9973	#CharlieHebdo gunmen reportedly killed in firefight with French special forces http://t.co/8P6WQrogO9                                                   
Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo : Anne Gelbard #AFP http://t.co/k669PHgVw5	A N N N N P D N P D A N # N , ^ ^ ^ U	0.8096 0.9878 0.9163 0.6243 0.7908 0.9989 0.9996 0.9992 0.9994 0.9997 0.9534 0.9987 0.8145 0.9565 0.9560 0.9789 0.9929 0.4837 0.9977	Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP http://t.co/k669PHgVw5             
Update - French media : identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi	N , ^ N , V N P ^ N V V V N P V # N ^ ^	0.9089 0.8538 0.9313 0.8768 0.9622 0.9397 0.5726 0.9973 0.7649 0.6648 0.9252 0.9933 0.6208 0.9322 0.9964 0.5026 0.4569 0.8873 0.3857 0.9811	Update - French media: identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi             
There's a tank near the #Paris hostage scene http://t.co/7N7uvClhWY ( Pic : Heathcliff O'Malley ) http://t.co/EPXhd9k6GF	L D N P D ^ N N U , N , ^ ^ , U	0.8327 0.9970 0.9995 0.9992 0.9957 0.7159 0.6847 0.9930 0.9942 0.9418 0.7812 0.9492 0.9994 0.9657 0.9753 0.9987	There's a tank near the #Paris hostage scene http://t.co/7N7uvClhWY (Pic: Heathcliff O'Malley) http://t.co/EPXhd9k6GF                                   
Staff of #CharlieHebdo magazine were shot as they were in the midst of an editorial meeting . Latest updates : http://t.co/E0XArYscqK	N P ^ N V N P O V P D N P D N N , A N , U	0.9832 0.9942 0.9436 0.5240 0.9714 0.9802 0.9939 0.9956 0.9989 0.9922 0.9992 0.9928 0.9986 0.9928 0.9840 0.9618 0.9989 0.9942 0.9996 0.8668 0.9973	Staff of #CharlieHebdo magazine were shot as they were in the midst of an editorial meeting. Latest updates: http://t.co/E0XArYscqK                     
11 just killed in Paris by " Alu Akhbar " shouting armed men in attack on satirical mag Charlie Hebdo . Background : http://t.co/MUf8ACNbVS	$ R V P ^ P , ^ ^ , V A N P N P A N ^ ^ , N , U	0.9938 0.9989 0.9984 0.9782 0.9969 0.9844 0.9861 0.2797 0.9645 0.9946 0.9987 0.9649 0.9989 0.9933 0.9222 0.9850 0.9506 0.9666 0.9882 0.9873 0.9713 0.9901 0.8525 0.9964	11 just killed in Paris by "Alu Akhbar" shouting armed men in attack on  satirical mag Charlie Hebdo. Background: http://t.co/MUf8ACNbVS                
New vid of Paris attack on #CharlieHebdo filmed by a witness . Gunmen on street shout " Allahu Akbar " http://t.co/TaZEDtGFlW @akhbar	A N P ^ N P ^ V P D N , N P N V , ^ ^ , U @	0.9883 0.9979 0.9985 0.9990 0.5755 0.9938 0.8258 0.9952 0.9971 0.9967 0.9992 0.9973 0.8935 0.9967 0.7056 0.6206 0.9949 0.8147 0.8877 0.9560 0.9917 0.9965	New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout "Allahu Akbar" http://t.co/TaZEDtGFlW @akhbar                      
Update - AFP : an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack	N , ^ , D A N N V D N P D N P ^ P ^ V V P D ^ V	0.9089 0.7234 0.8419 0.9767 0.9802 0.9921 0.9732 0.9932 0.9956 0.9811 0.9190 0.9990 0.9995 0.9945 0.9980 0.6448 0.9816 0.9909 0.9938 0.9291 0.9977 0.9924 0.9133 0.6764	Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack                  
Charlie Hebdo attack was obviously carefully planned . ... and than you leave your ID card in the getaway car ? ─► http://t.co/TzTp8KxRUo	^ ^ V V R R V , , & P O V D ^ N P D N N , G U	0.9964 0.9920 0.5180 0.9912 0.9997 0.9988 0.8540 0.9952 0.8364 0.9973 0.9728 0.9998 0.9998 0.8680 0.3592 0.7148 0.9991 0.9990 0.9893 0.9974 0.9963 0.4253 0.9972	Charlie Hebdo attack was obviously carefully planned.   ... and than you leave your ID card in the getaway car?  ─► http://t.co/TzTp8KxRUo              
12 dead in Paris attack on #CharlieHebdo office , five others critical http://t.co/2J4WQdJnTp http://t.co/qeRByqI6JU	$ A P ^ N P ^ N , $ N A U U	0.9915 0.9269 0.9952 0.9984 0.5755 0.9938 0.7891 0.6479 0.9947 0.8288 0.9073 0.9600 0.9957 0.9994	12 dead in Paris attack on #CharlieHebdo office, five others critical http://t.co/2J4WQdJnTp http://t.co/qeRByqI6JU                                     
R.I.P. Ahmed Merabet , a French Muslim cop , first victim of #CharlieHebdo #ParisShooting http://t.co/CYQZhV8Sxc	! ^ ^ , D ^ ^ N , A N P ^ # U	0.7408 0.9986 0.9331 0.9971 0.9950 0.5517 0.9110 0.9609 0.9981 0.9652 0.9994 0.9962 0.7895 0.6011 0.9982	R.I.P. Ahmed Merabet, a French Muslim cop, first victim of #CharlieHebdo #ParisShooting http://t.co/CYQZhV8Sxc                                          
R.I.P. Ahmed Merabet , a French police officer , a Muslim , the first victim of #CharlieHebdo attack , http://t.co/bMzZgpXuL7 via @Ironyisfunny8	! ^ ^ , D ^ N N , D A , D A N P ^ V , U P @	0.7408 0.9986 0.9331 0.9971 0.9950 0.7173 0.5824 0.9954 0.9967 0.9931 0.4609 0.9958 0.9992 0.9893 0.9994 0.9962 0.9209 0.4836 0.9962 0.9955 0.9878 0.9978	R.I.P. Ahmed Merabet, a French police officer, a Muslim, the first victim of #CharlieHebdo attack, http://t.co/bMzZgpXuL7 via @Ironyisfunny8            
Ten killed in shooting at headquarters of French satirical weekly Charlie Hebdo , says French media citing witnesses #c4news	$ V P N P N P ^ A A ^ ^ , V ^ N V N #	0.5652 0.9665 0.8843 0.8612 0.9983 0.8305 0.9940 0.9024 0.9123 0.8289 0.9951 0.9904 0.9898 0.9952 0.8620 0.6949 0.9932 0.9976 0.9105	Ten killed in shooting at headquarters of French satirical weekly Charlie Hebdo, says French media citing witnesses #c4news                             
Police seen in Longpont , a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects . http://t.co/cQsXx2q9PT	^ V P ^ , D N P P D N N R V P D $ ^ V , U	0.5946 0.9924 0.7742 0.8235 0.9964 0.9951 0.9903 0.9716 0.9935 0.9882 0.9690 0.9992 0.9984 0.9977 0.9991 0.9988 0.9402 0.4304 0.7756 0.9972 0.9986	Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects. http://t.co/cQsXx2q9PT                 
MORE : Operation to detain massacre suspects unfolding in Dammartin-en-Goele , about 25 miles northeast of Paris : http://t.co/H1bHg5T7Ec	A , N P V N V V P ^ , P $ N N P ^ , U	0.6268 0.9767 0.9776 0.9991 0.9989 0.9614 0.9377 0.9677 0.9341 0.7280 0.9945 0.9336 0.9911 0.9451 0.6650 0.9983 0.9992 0.8745 0.9970	MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: http://t.co/H1bHg5T7Ec                  
DEVELOPING : 2 reported dead in second hostage situation at Paris grocery store http://t.co/F4K3C1lot7	V , $ V A P A N N P ^ N N U	0.9775 0.9023 0.4443 0.9816 0.8101 0.9826 0.9679 0.9942 0.9991 0.9998 0.9993 0.8803 0.9879 0.9981	DEVELOPING: 2 reported dead in second hostage situation at Paris grocery store http://t.co/F4K3C1lot7                                                   
#BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris http://t.co/uel0jveeWP	# , D A N V R V D N P D A N N P ^ P ^ ^ U	0.5690 0.9391 0.9326 0.9537 0.9969 0.9926 0.9987 0.9997 0.9982 0.9987 0.9996 0.9989 0.9915 0.9611 0.9869 0.9994 0.9826 0.7222 0.5246 0.5533 0.9978	#BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris http://t.co/uel0jveeWP                  
Feared at least 5 hostages are being held in Paris ' kosher ' grocery http://t.co/zoafNwyEtr http://t.co/ntDatZ8Pp7	V P A $ N V V V P ^ , A , N U U	0.9614 0.9880 0.9821 0.9902 0.9977 0.9930 0.9915 0.9533 0.9799 0.9945 0.9362 0.9575 0.9844 0.9508 0.9913 0.9992	Feared at least 5 hostages are being held in Paris 'kosher' grocery http://t.co/zoafNwyEtr http://t.co/ntDatZ8Pp7                                       
DEVELOPING : Police pursuing #CharlieHebdo shooting suspects , helicopters deployed - LIVE FEED : http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B	V , ^ V ^ V V , N V , V V , U U	0.9775 0.9558 0.7334 0.9935 0.4302 0.9531 0.7316 0.9980 0.9566 0.9982 0.9720 0.4694 0.4887 0.9260 0.9948 0.9992	DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B            
Breaking : At least 10 dead , 5 injured after tO gunman open fire in offices of Charlie Hebdo , satirical mag that published Mohammed cartoons	V , P A $ A , $ V P ^ V A N P N P ^ ^ , A N P V ^ N	0.4778 0.9781 0.9590 0.9802 0.9953 0.9425 0.9946 0.9862 0.7035 0.8715 0.5534 0.4528 0.6185 0.8518 0.9933 0.9986 0.9968 0.9997 0.9904 0.9954 0.9806 0.9856 0.8499 0.8969 0.9984 0.9236	Breaking: At least 10 dead, 5 injured after tO gunman open fire in offices of Charlie  Hebdo,satirical mag that published Mohammed cartoons             
BREAKING UPDATE - FRANCE : Police order all shops closed in famed Jewish neighborhood in central Paris following attacks .	V N , ^ , ^ V D N V P A A N P A ^ V V ,	0.6271 0.9245 0.7598 0.9967 0.9252 0.5702 0.8947 0.9923 0.9705 0.9603 0.9237 0.9898 0.6167 0.9985 0.9922 0.5946 0.9874 0.8433 0.5679 0.9979	BREAKING UPDATE - FRANCE: Police order all shops closed in famed Jewish neighborhood in central Paris following attacks.                                
Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv	^ N V ^ V P ^ ^ U U	0.5540 0.9760 0.8215 0.4401 0.9564 0.9149 0.9513 0.5384 0.9952 0.9992	Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv                                           
French police publishes photos of suspect in yesterday's Montrouge shooting . Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu	^ N V N P N P S ^ V , R D A N P A N U	0.7757 0.6624 0.9550 0.9970 0.9974 0.8579 0.9970 0.6904 0.8751 0.7389 0.9989 0.9069 0.9989 0.9922 0.9902 0.9928 0.8002 0.9874 0.9976	French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu             
Unconfirmed reports that #CharlieHebdo attackers shouted " The Prophet is avenged " and used a rocket launcher . This is next level **** .	A N P ^ N V , D N V ^ , & V D N N , O V A N , ,	0.8217 0.9855 0.7011 0.6452 0.8408 0.9941 0.9967 0.9648 0.9833 0.9976 0.6649 0.9944 0.9987 0.9867 0.9957 0.8118 0.9984 0.9975 0.9391 0.9963 0.9471 0.9972 0.5680 0.9953	Unconfirmed reports that #CharlieHebdo attackers shouted "The Prophet is avenged" and used a rocket launcher. This is next level ****.                  
Banksy’s take on #CharlieHebdo http://t.co/FuqO8rAVcP	Z V T ^ U	0.5885 0.9525 0.8989 0.4733 0.9981	Banksy’s take on #CharlieHebdo http://t.co/FuqO8rAVcP                                                                                                   
Fact that the Gunmen were shouting " Allah Hu Akbar " while shooting rules out any connection with the Religion of peace . #CharlieHebdo	N P D N V V , ^ ^ ^ , P V N P D N P D N P N , #	0.8208 0.9916 0.9994 0.9126 0.9941 0.9907 0.9982 0.9923 0.7475 0.8425 0.9891 0.3374 0.7535 0.6743 0.9568 0.9949 0.9997 0.9999 0.9995 0.9950 0.9981 0.7649 0.9967 0.9773	Fact that the Gunmen were shouting "Allah Hu Akbar" while shooting rules out any connection with the Religion of peace. #CharlieHebdo                   
MORE : Police official : Hostage-taker at Paris market appears linked to newspaper attack suspects : http://t.co/RHLq7ZcHkE	A , ^ N , N P ^ N V V P N V V , U	0.6268 0.9681 0.6546 0.7195 0.9546 0.7619 0.9997 0.9994 0.8656 0.9870 0.9852 0.9872 0.9229 0.6467 0.7395 0.9680 0.9968	MORE: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects: http://t.co/RHLq7ZcHkE                                
Operation underway in the Dammartin-en-Goele area , as police hunt Paris shooting suspects , French interior minister tells CNN affiliate .	N R P D ^ ^ , P N N ^ V V , ^ A N V ^ N ,	0.9593 0.7191 0.9963 0.9893 0.7601 0.8502 0.9951 0.9441 0.8867 0.5935 0.9752 0.8301 0.7316 0.9983 0.8201 0.4539 0.9955 0.9766 0.9195 0.9496 0.9967	Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate.                
