text,Event,token
"French police confirm that the #CharlieHebdo attackers shouted ""The Prophet has been avenged"".

Sigh.",charliehebdo,"['french', 'police', 'confirm', '#', 'attackers', 'shouted', 'prophet', 'avenged', 'sigh']"
Witnesses say several masked men were involved in the shooting at #CharlieHebdo's Paris HQ. http://t.co/xcK8lY9IeR http://t.co/QPKtv7stET,charliehebdo,"['witnesses', 'say', 'several', 'masked', 'men', 'involved', 'shooting', '#', 'paris', 'hq', '&', '&']"
"URGENT: #CharlieHebdo suspects located in Aisne, northern France - reports via @le_Parisien http://t.co/MHmEQPX2D6 http://t.co/8kSi0WaQBG",charliehebdo,"['urgent', '#', 'suspects', 'located', 'aisne', 'northern', 'france', 'reports', 'via', '@', '&', '&']"
Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo,charliehebdo,"['breaking', 'shots', 'fired', 'northeast', 'paris', 'involving', 'men', 'believed', 'charlie', 'hebdo', 'suspects', '&']"
"Ten people killed in attack at offices of satirical French magazine Charlie Hebdo, Paris prosecutors say http://t.co/czyz6voZTw",charliehebdo,"['ten', 'people', 'killed', 'attack', 'offices', 'satirical', 'french', 'magazine', 'charlie', 'hebdo', 'paris', 'prosecutors', 'say', '&']"
"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media http://t.co/G6eunBDIrj",charliehebdo,"['breaking', 'least', 'one', 'killed', 'severeal', 'injured', 'shootout', '#', 'attack', 'suspects', 'local', 'media', '&']"
"Suspected #CharlieHebdo killers are in same jihadist group as hostage-taker in Paris store, police union rep says. http://t.co/7Bxdhozq4H",charliehebdo,"['suspected', '#', 'killers', 'jihadist', 'group', 'hostagetaker', 'paris', 'store', 'police', 'union', 'rep', 'says', '&']"
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/7Bxdhozq4H http://t.co/0SmxqdDLrX",charliehebdo,"['hostagetaker', 'paris', 'store', 'demands', 'release', '#', 'police', 'union', 'spokesman', 'says', '&', '&']"
France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris - @AP http://t.co/ZFJYh80uxy,charliehebdo,"['frances', 'interior', 'minister', 'says', 'operation', 'detain', 'charlie', 'hebdo', 'suspects', 'underway', 'northeast', 'paris', '@', '&']"
Witness says multiple gunmen involved in shooting at Paris HQ of French satirical magazine Charlie Hebdo - @AP http://t.co/ZFJYh80uxy,charliehebdo,"['witness', 'says', 'multiple', 'gunmen', 'involved', 'shooting', 'paris', 'hq', 'french', 'satirical', 'magazine', 'charlie', 'hebdo', '@', '&']"
BREAKING: 10 dead in shooting at headquarters of French satirical weekly #CharlieHebdo - French media citing witnesses. #France,charliehebdo,"['breaking', '10', 'dead', 'shooting', 'headquarters', 'french', 'satirical', 'weekly', '#', 'french', 'media', 'citing', 'witnesses', '#']"
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,charliehebdo,"['widely', 'shared', 'cartoon', '#', 'attack', 'actually', '@', '#', '&']"
"Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack
http://t.co/U8BE162qls",charliehebdo,"['breaking', 'news', 'reports', 'gunfire', 'hostage', 'search', 'suspects', 'paris', 'attack', '&']"
BREAKING NEWS: Hostage situation at supermarket in eastern Paris after shots ring out - AFP,charliehebdo,"['breaking', 'news', 'hostage', 'situation', 'supermarket', 'eastern', 'paris', 'shots', 'ring', 'afp']"
#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo: @MartinBureau1 #AFP http://t.co/xkczbYS82E,charliehebdo,"['#', '11', 'dead', 'including', '2', 'police', 'paris', 'shooting', 'photo', '@', '#', '&']"
"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11 http://t.co/keuR4WvpHu http://t.co/vyuRvukz1N",charliehebdo,"['french', 'president', 'hollande', 'condemns', 'barbaric', 'act', '#', 'gun', 'attack', 'kills', '11', '&', '&']"
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,charliehebdo,"['#', 'attack', 'suspects', 'reportedly', 'fired', 'shots', 'robbing', 'petrol', 'station', '&', '&']"
French official says attack on Paris weekly #CharlieHebdo was with Kalachnikov automatic rifles and rocket launcher. Unprecedented. #AFP,charliehebdo,"['french', 'official', 'says', 'attack', 'paris', 'weekly', '#', 'kalachnikov', 'automatic', 'rifles', 'rocket', 'launcher', 'unprecedented', '#']"
BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP,charliehebdo,"['breaking', 'news', 'several', 'hostages', 'freed', 'jewish', 'supermarket', 'paris', 'afp']"
At least two killed in hostage drama east of Paris. Photo @MartinBureau1 #AFP http://t.co/ZvcbbTgvNm,charliehebdo,"['least', 'two', 'killed', 'hostage', 'drama', 'east', 'paris', 'photo', '@', '#', '&']"
France's top security official confirms that 3 gunmen carried out the attack on #CharlieHebdo http://t.co/gL0vcc2IP5,charliehebdo,"['frances', 'top', 'security', 'official', 'confirms', '3', 'gunmen', 'carried', 'attack', '#', '&']"
Police say 12 now dead in #CharlieHebdo attack including 2 police officers; prosecutor says gunmen still at large http://t.co/4AaqPAQMOb,charliehebdo,"['police', 'say', '12', 'dead', '#', 'attack', 'including', '2', 'police', 'officers', 'prosecutor', 'says', 'gunmen', 'still', 'large', '&']"
Update - Police say 12 people killed after armed gunmen stormed headquarters of French weekly publication 'Charlie Hebdo' in #Paris,charliehebdo,"['update', 'police', 'say', '12', 'people', 'killed', 'armed', 'gunmen', 'stormed', 'headquarters', 'french', 'weekly', 'publication', 'charlie', 'hebdo', '#']"
"Banksy's take on Charlie Hebdo is simple, elegant &amp; uncompromising 
#JeSuisCharlie http://t.co/FoQeqSd548",charliehebdo,"['banksys', 'take', 'charlie', 'hebdo', 'simple', 'elegant', '&', 'amp', 'uncompromising', '#', '&']"
"“I don’t feel as though I’m killing someone with a pen."" -Stephane Charbonnier 1967-2015 #CharlieHebdo http://t.co/RmJlpSsaNt",charliehebdo,"['dont', 'feel', 'though', 'im', 'killing', 'someone', 'pen', 'stephane', 'charbonnier', '19672015', '#', '&']"
#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF,charliehebdo,"['#', 'shooting', 'suspects', 'tell', 'police', 'prepared', 'die', 'martyrs', 'french', 'media', '&', '&']"
#BREAKING Killed Charlie Hebdo suspects came out firing on security forces: source,charliehebdo,"['#', 'killed', 'charlie', 'hebdo', 'suspects', 'came', 'firing', 'security', 'forces', 'source']"
Gunman Takes Hostage In Paris Shop - Report http://t.co/BbPuxPz8Fk,charliehebdo,"['gunman', 'takes', 'hostage', 'paris', 'shop', 'report', '&']"
"6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasn't confirmed number. http://t.co/7Bxdhozq4H",charliehebdo,"['6', 'people', 'believed', 'hostages', 'paris', 'market', 'source', 'tells', 'bfmtv', 'interior', 'ministry', 'hasnt', 'confirmed', 'number', '&']"
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",charliehebdo,"['hostagetaker', 'supermarket', 'siege', 'killed', 'reports', 'say', '#', '&', '&']"
"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq",charliehebdo,"['france', 'shooting', 'hostagetaking', 'kosher', 'market', 'paris', 'several', 'reported', 'wounded', '&']"
"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2",charliehebdo,"['4', '#', 'cartoonists', 'killed', 'charb', 'cabu', 'tignous', 'georges', 'wolinski', '#', '&']"
Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris http://t.co/X6UWH7PFP1 http://t.co/TCWtE8nkpm,charliehebdo,"['twelve', 'people', 'confirmed', 'dead', 'shooting', 'french', 'satirical', 'magazine', 'charlie', 'hebdo', 'paris', '&', '&']"
"Photo of the 2 cartoonists killed in the attack on #CharlieHebdo in #Paris today. RIP.

via @LePoint. http://t.co/mms8xWU1Ze",charliehebdo,"['photo', '2', 'cartoonists', 'killed', 'attack', '#', '#', 'today', 'rip', 'via', '@', '&']"
Paris attack suspects have taken a hostage. French police have them cornered near Paris airport. Live: http://t.co/fw92nASZxK,charliehebdo,"['paris', 'attack', 'suspects', 'taken', 'hostage', 'french', 'police', 'cornered', 'near', 'paris', 'airport', 'live', '&']"
MORE: Massacre suspects believed to have taken hostage and holed up in small industrial town northeast of Paris: http://t.co/lmr2ImJhmr,charliehebdo,"['massacre', 'suspects', 'believed', 'taken', 'hostage', 'holed', 'small', 'industrial', 'town', 'northeast', 'paris', '&']"
The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4,charliehebdo,"['area', 'northeast', 'paris', 'shots', 'fired', 'manhunt', 'charlie', 'hebdo', 'attackers', '&', '&']"
"Charlie Hebdo journalist Wandrille Lanos tells France 2 that men with kalashnikovs entered the office, calls it a ""scene of carnage.""",charliehebdo,"['charlie', 'hebdo', 'journalist', 'wandrille', 'lanos', 'tells', 'france', '2', 'men', 'kalashnikovs', 'entered', 'office', 'calls', 'scene', 'carnage']"
"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1",charliehebdo,"['two', 'shot', 'paris', 'including', 'traffic', 'cop', 'manhunt', 'continues', '#', 'suspects', '&', '&']"
→ http://t.co/qmWa9qgRrg Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485 http://t.co/akSz683KbY,charliehebdo,"['&', 'charlie', 'hebdo', 'attack', 'hunt', 'killers', 'focuses', 'northern', 'france', '#', '485', '&']"
#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/LdSF5QeCiv,charliehebdo,"['#', 'hostages', '#', '#', 'free', 'safe', '&']"
"Police: Four of France's most celebrated cartoonists killed: Charb, Cabu, Wolinski, &amp; Tignous http://t.co/g0dRKU3qCV #CharlieHebdo",charliehebdo,"['police', 'four', 'frances', 'celebrated', 'cartoonists', 'killed', 'charb', 'cabu', 'wolinski', '&', 'amp', 'tignous', '&', '#']"
Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/YPIlwckuuw,charliehebdo,"['breaking', 'gunman', 'paris', 'store', 'threatens', 'kill', 'hostages', '#', 'suspects', 'harmed', '&']"
URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,charliehebdo,"['urgent', '3', 'gunmen', 'involved', 'deadly', 'attack', '#', 'french', 'interior', 'minister', '&', '#', '&']"
Killed Charlie Hebdo suspects came out firing on security forces: source (AFP) http://t.co/f1Z7cBsBhu,charliehebdo,"['killed', 'charlie', 'hebdo', 'suspects', 'came', 'firing', 'security', 'forces', 'source', 'afp', '&']"
And now reports of a possible fourth shooting incident at Trocadero near Eiffel Tower. Trying to get confirmation.,charliehebdo,"['reports', 'possible', 'fourth', 'shooting', 'incident', 'trocadero', 'near', 'eiffel', 'tower', 'trying', 'get', 'confirmation']"
There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/U7DXrdPheI,charliehebdo,"['reports', 'armed', 'incident', 'trocadero', 'near', 'eiffel', 'tower', '#', '&', '&']"
BREAKING: Police official confirms that 12 have died in the attack on the #CharlieHebdo headquarters http://t.co/K7ZHV9C27F,charliehebdo,"['breaking', 'police', 'official', 'confirms', '12', 'died', 'attack', '#', 'headquarters', '&']"
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking http://t.co/NQueBlmfOt http://t.co/HedHlyB24X,charliehebdo,"['banksys', 'illustrated', 'response', 'charlie', 'hebdo', 'attack', 'isnt', 'banksy', 'striking', '&', '&']"
#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/aksGP63MB7,charliehebdo,"['#', '11', 'dead', 'including', '2', 'police', 'paris', 'shooting', 'photo', '@', '#', '&']"
"Suspect in Montrouge killing also suspected in today's market standoff in Paris, source tells CNN affiliate BFMTV. http://t.co/7Bxdhozq4H",charliehebdo,"['suspect', 'montrouge', 'killing', 'also', 'suspected', 'todays', 'market', 'standoff', 'paris', 'source', 'tells', 'cnn', 'affiliate', 'bfmtv', '&']"
"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage: http://t.co/IClDjevRnB http://t.co/aQkN3PMfkt",charliehebdo,"['police', 'say', '11', 'dead', 'carnage', '#', 'hq', 'paris', 'follow', 'coverage', '&', '&']"
Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage: http://t.co/HvWOnQGf9x http://t.co/NW8RB0E0kY,charliehebdo,"['scene', '#', 'police', 'hunt', '#', 'suspects', 'follow', 'coverage', '&', '&']"
Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way,charliehebdo,"['reports', 'shooting', 'dammartin', 'en', 'goele', 'route', 'n2', 'north', 'east', 'paris', 'french', 'media', 'says', 'car', 'chase', 'way']"
The suspect in a Paris kosher supermarket siege killed two people and is holding hostages http://t.co/5SVEWDrw1F,charliehebdo,"['suspect', 'paris', 'kosher', 'supermarket', 'siege', 'killed', 'two', 'people', 'holding', 'hostages', '&']"
"Breaking: Armed men attack offices of French satirical magazine Charlie Hebdo, killing at least 10, police say http://t.co/tYCeEMKwOo",charliehebdo,"['breaking', 'armed', 'men', 'attack', 'offices', 'french', 'satirical', 'magazine', 'charlie', 'hebdo', 'killing', 'least', '10', 'police', 'say', '&']"
Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/TsUFvSVT8u,charliehebdo,"['update', 'french', 'interior', 'ministry', 'says', 'trocadero', 'security', 'scare', 'false', 'alarm', '#', '&', '&']"
‘Banksy’ Instagram tribute to #CharlieHebdo victims not posted by artist http://t.co/EKlScFGWVu (Pic: Lucille Clerc) http://t.co/ZYEBaU8YUQ,charliehebdo,"['banksy', 'instagram', 'tribute', '#', 'victims', 'posted', 'artist', '&', 'pic', 'lucille', 'clerc', '&']"
"2 brothers suspected of #CharlieHebdo attack spotted in northern France, sources tell AFP http://t.co/spzmOjmyT4",charliehebdo,"['2', 'brothers', 'suspected', '#', 'attack', 'spotted', 'northern', 'france', 'sources', 'tell', 'afp', '&']"
#Banksy has also contributed a powerful message of perseverance &amp; support after #CharlieHebdo attack. #JeSuisCharlie http://t.co/bm8uyixSma,charliehebdo,"['#', 'also', 'contributed', 'powerful', 'message', 'perseverance', '&', 'amp', 'support', '#', 'attack', '#', '&']"
Reports that several hostages apparently freed at the #Paris kosher grocery http://t.co/7N7uvClhWY,charliehebdo,"['reports', 'several', 'hostages', 'apparently', 'freed', '#', 'kosher', 'grocery', '&']"
"This powerful cartoon about the Charlie Hebdo attack is not by Banksy
http://t.co/F6cNaivqCS http://t.co/ZrIUn6O8nS",charliehebdo,"['powerful', 'cartoon', 'charlie', 'hebdo', 'attack', 'banksy', '&', '&']"
"Eyewitness: terrorists said, “Tell the media that this is al Qaeda in the Yemen” before attacking #CharlieHebdo http://t.co/dTaPFkFr5F",charliehebdo,"['eyewitness', 'terrorists', 'said', 'tell', 'media', 'al', 'qaeda', 'yemen', 'attacking', '#', '&']"
Update - French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old,charliehebdo,"['update', 'french', 'television', 'channel', 'france', '2', 'reporting', 'hostage', 'held', 'suspected', '#', 'gunmen', 'male', '26', 'years', 'old']"
#BREAKING - #FRANCE: Hostages taken at company North-East of #Paris https://t.co/4yt6nafpIg #CharlieHebdo http://t.co/DPPbKD3RUk,charliehebdo,"['#', '#', 'hostages', 'taken', 'company', 'northeast', '#', '&', '#', '&']"
AFP: suspected #CharlieHebdo gunmen have been killed,charliehebdo,"['afp', 'suspected', '#', 'gunmen', 'killed']"
"UPDATE: Two hostage situations in France are linked, Paris prosecutor says: http://t.co/CoH7zjBeax http://t.co/7XgjKRDq4u",charliehebdo,"['update', 'two', 'hostage', 'situations', 'france', 'linked', 'paris', 'prosecutor', 'says', '&', '&']"
"France's most talented cartoonists:Cabu, Wolinski, Charb, Tignous died in #CharlieHebdo attack http://t.co/HrNScpSyMj http://t.co/GSG45GlgIt",charliehebdo,"['frances', 'talented', 'cartoonistscabu', 'wolinski', 'charb', 'tignous', 'died', '#', 'attack', '&', '&']"
Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M,charliehebdo,"['stills', 'eyewitness', 'video', 'show', 'two', '#', 'attackers', 'wearing', 'hoods', '&', 'amp', 'black', 'clothing', 'shoot', 'wounded', 'man', '&']"
